id_tracking_company,id_talent_req,id_company,nama_perusahaan,posisi,jenis_penempatan,bidang_studi_dicari,progress,request_date,send_date,jumlah_permintaan,jumlah_dikirimkan,list_nim,status_pengiriman
TC1714,TR1714,C523,CV Esa Logistik,Quality Control Staff,Magang,"Farmasi, Agroteknologi",Closed,2023-03-30,2023-04-18,2,4,"202324616,202316614,202219754,20208901",Sudah Dikirim
TC1715,TR1715,C017,PT Karya Konsultan,Research Associate,Magang,Teknik Elektro,Closed,2023-06-05,2023-06-20,2,4,"20226373,202020318,201911848,20192526",Sudah Dikirim
TC1716,TR1716,C1436,CV Esa Gemilang,Backend Developer,Part-time,"Informatika, Sistem Informasi",Shortlisted,2023-03-17,2023-03-30,1,3,"202123936,20236069,202210862",Sudah Dikirim
TC1717,TR1717,C1427,CV Media Global,Data Entry Operator,Magang,"Akuntansi, Manajemen",On Review,2023-03-08,2023-03-11,2,5,"20206081,202115911,201911092,202121109,202220441",Sudah Dikirim
TC1718,TR1718,C723,PT Media Systems,IT Staff,Magang,"Sistem Informasi, Teknik Elektro",On Review,2023-03-12,2023-03-30,2,5,"202111708,202123556,202317389,20216630,202311566",Sudah Dikirim
TC1719,TR1719,C559,PT Nusa Abadi,Production Engineer Intern,Magang,"Teknik Industri, Teknik Mesin",On Review,2023-05-17,2023-05-20,1,3,"202310411,20223667,201910170",Sudah Dikirim
TC1720,TR1720,C497,PT Digital Solusi,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",Closed,2023-04-14,2023-04-19,3,3,"20208071,202321524,202313145",Sudah Dikirim
TC1721,TR1721,C868,PT Bangkit Konsultan,Marketing Intern,Full-time,"Manajemen, Ilmu Komunikasi",On Review,2023-03-03,2023-03-24,2,2,"20207998,20207615",Sudah Dikirim
TC1722,TR1722,C1307,CV Esa Abadi,Data Analyst,Magang,"Sistem Informasi, Manajemen",Closed,2023-06-23,2023-07-12,5,5,"202019030,202013516,20220343,20235859,202322650",Sudah Dikirim
TC1723,TR1723,C477,PT Cipta Indonesia,Data Analyst,Magang,"Statistika, Manajemen",On Review,2023-07-22,2023-07-30,5,6,"20213369,20207998,202216050,202217346,202124861,202123137",Sudah Dikirim
TC1724,TR1724,C1046,PT Karya Indonesia,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Draft,2023-04-15,,1,0,,Belum Dikirim
TC1725,TR1725,C265,PT Mandiri Abadi,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",On Review,2023-04-05,2023-04-14,1,1,20209818,Sudah Dikirim
TC1726,TR1726,C1180,CV Digital Solusi,Customer Service Intern,Magang,"Psikologi, Ilmu Komunikasi",Submitted,2023-06-15,2023-06-24,1,1,20211408,Sudah Dikirim
TC1727,TR1727,C1196,PT Bumi Kreatif,Brand Executive Intern,Magang,"Manajemen, Ilmu Komunikasi",Shortlisted,2023-04-16,2023-04-23,2,3,"20202304,20219581,20204243",Sudah Dikirim
TC1728,TR1728,C303,PT Esa Mandiri,IT Support,Full-time,"Sistem Informasi, Informatika",On Review,2023-03-31,2023-04-06,2,5,"202223770,202320784,20239526,202222790,202018413",Sudah Dikirim
TC1729,TR1729,C1094,CV Graha Utama,Business Process Analyst,Magang,"Teknik Industri, Manajemen",Shortlisted,2023-06-18,2023-06-27,1,2,"20229824,202010328",Sudah Dikirim
TC1730,TR1730,C1312,PT Kreasi Systems,Risk Analyst,Magang,"Manajemen, Statistika",Shortlisted,2023-03-14,2023-03-26,3,6,"202112612,202117291,20234514,202312363,202317771,20233733",Sudah Dikirim
TC1731,TR1731,C712,PT Global Bangsa,Drafter,Part-time,"Teknik Sipil, Teknik Mesin",Closed,2023-04-12,2023-05-02,2,3,"202219136,202214076,202222691",Sudah Dikirim
TC1732,TR1732,C1113,PT Media Digital,Data Analyst,Part-time,"Sistem Informasi, Ekonomi Pembangunan",Submitted,2023-07-25,2023-08-01,4,5,"20213569,202021957,20223269,202320930,202117440",Sudah Dikirim
TC1733,TR1733,C1046,PT Karya Indonesia,IT Support,Magang,"Sistem Informasi, Teknik Elektro",Shortlisted,2023-05-10,2023-05-26,1,2,"20221053,202212478",Sudah Dikirim
TC1734,TR1734,C140,PT Cipta Makmur,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",On Review,2023-07-14,2023-07-20,3,5,"20202886,20207355,20200657,202224531,202311536",Sudah Dikirim
TC1735,TR1735,C688,CV Inti Utama,Data Entry Operator,Part-time,"Akuntansi, Manajemen",Shortlisted,2023-07-26,2023-08-12,2,5,"202113683,202118913,202321642,202122502,202015337",Sudah Dikirim
TC1736,TR1736,C694,CV Esa Nusantara,HR Intern,Magang,"Psikologi, Manajemen",Closed,2023-02-14,2023-02-23,1,2,"202112281,202118740",Sudah Dikirim
TC1737,TR1737,C1477,CV Cakra Terapan,IT Staff,Magang,"Sistem Informasi, Informatika",On Review,2023-07-18,2023-07-22,2,4,"202310250,20211722,20235466,20213161",Sudah Dikirim
TC1738,TR1738,C051,PT Prima Informatika,IT Support,Part-time,"Sistem Informasi, Teknik Elektro",Shortlisted,2023-04-20,2023-04-24,3,5,"20222056,202124071,20207028,202217399,202210081",Sudah Dikirim
TC1739,TR1739,C551,PT Kreasi Nusantara,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",On Review,2023-04-09,2023-04-18,4,4,"202319412,20220631,20237832,202320618",Sudah Dikirim
TC1740,TR1740,C1010,PT Kreasi Abadi,Lab Technician Intern,Magang,"Farmasi, Agroteknologi",Draft,2023-02-21,,3,0,,Belum Dikirim
TC1741,TR1741,C1262,PT Gemilang Bangsa,Quality Control Staff,Part-time,"Farmasi, Teknik Mesin",Closed,2023-03-08,2023-03-17,3,5,"20239831,20237286,202219261,20228627,20210272",Sudah Dikirim
TC1742,TR1742,C508,CV Jaya Logistik,NOC Technician,Magang,"Informatika, Teknik Elektro",Closed,2023-02-07,2023-02-12,1,3,"20192823,202212730,20239030",Sudah Dikirim
TC1743,TR1743,C746,CV Mandiri Digital,Underwriting Intern,Full-time,"Akuntansi, Manajemen",Closed,2023-07-04,2023-07-21,1,1,201910763,Sudah Dikirim
TC1744,TR1744,C314,CV Indo Gemilang,Data Analyst,Part-time,"Statistika, Manajemen",Closed,2023-06-02,2023-06-16,5,7,"20220689,20213727,201910502,202211078,202022355,20204301,202313431",Sudah Dikirim
TC1745,TR1745,C957,CV Global Data,IT Support,Full-time,"Pendidikan Teknik Informatika, Sistem Informasi",Closed,2023-03-03,2023-03-06,2,4,"202311888,202317717,202321370,202217846",Sudah Dikirim
TC1746,TR1746,C1253,CV Inovasi Konsultan,Data Entry Operator,Full-time,"Akuntansi, Sistem Informasi",Shortlisted,2023-03-18,2023-04-03,2,3,"202118097,202222462,202019159",Sudah Dikirim
TC1747,TR1747,C538,PT Perkasa Informatika,Marketing Staff,Full-time,"Ilmu Komunikasi, Desain Komunikasi Visual",Submitted,2023-03-23,2023-04-13,5,7,"202211037,20211067,202015247,202117693,20212866,20227515,20226907",Sudah Dikirim
TC1748,TR1748,C734,PT Nusa Pratama,IT Support,Magang,"Teknik Elektro, Pendidikan Teknik Informatika",Closed,2023-07-13,2023-07-20,1,1,202215213,Sudah Dikirim
TC1749,TR1749,C1334,PT Digital Cerdas,IT Consultant Intern,Full-time,"Informatika, Sistem Informasi",Closed,2023-02-17,2023-02-23,1,3,"20219869,202216953,20234599",Sudah Dikirim
TC1750,TR1750,C821,PT Inovasi Media,Business Analyst,Magang,"Informatika, Manajemen",Submitted,2023-03-31,2023-04-06,1,3,"20210111,202310317,202312560",Sudah Dikirim
TC1751,TR1751,C989,PT Bangkit Media,Business Analyst,Magang,"Informatika, Statistika",Closed,2023-03-14,2023-03-17,3,4,"202122313,202220631,202112460,202016312",Sudah Dikirim
TC1752,TR1752,C1374,CV Sejahtera Kreatif,IT Support,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",Shortlisted,2023-03-10,2023-03-20,3,4,"20196508,202117335,202220298,202319086",Sudah Dikirim
TC1753,TR1753,C1380,CV Sukses Data,Quality Control Staff,Full-time,"Teknik Mesin, Teknik Industri",Submitted,2023-04-25,2023-05-06,1,2,"20206982,202214819",Sudah Dikirim
TC1754,TR1754,C954,CV Andalas Kreatif,Customer Service Intern,Full-time,"Manajemen, Psikologi",Closed,2023-03-02,2023-03-19,4,4,"20223035,201919344,202011618,202223383",Sudah Dikirim
TC1755,TR1755,C328,PT Gemilang Solusi,Data Entry Operator,Magang,"Sistem Informasi, Manajemen",Shortlisted,2023-07-30,2023-08-18,3,3,"20224404,202110778,20210454",Sudah Dikirim
TC1756,TR1756,C021,PT Nusa Analitika,Business Analyst,Magang,"Statistika, Sistem Informasi",Closed,2023-06-26,2023-07-09,3,5,"202215968,202117107,20190793,202111846,202112578",Sudah Dikirim
TC1757,TR1757,C288,CV Indo Perkasa,Accounting Staff,Magang,"Akuntansi, Manajemen",Submitted,2023-06-09,2023-06-18,1,3,"202311890,20220894,202320076",Sudah Dikirim
TC1758,TR1758,C1484,CV Bina Indonesia,Data Entry Operator,Part-time,"Sistem Informasi, Akuntansi",Submitted,2023-07-15,2023-07-27,3,3,"202011965,20215828,20198481",Sudah Dikirim
TC1759,TR1759,C294,PT Nusa Cerdas,IT Support,Magang,"Teknik Elektro, Pendidikan Teknik Informatika",Closed,2023-06-14,2023-06-17,1,4,"20190729,201919545,20221967,20211286",Sudah Dikirim
TC1760,TR1760,C003,PT Inti Terapan,Store Supervisor Intern,Full-time,Manajemen,On Review,2023-04-20,2023-05-05,3,6,"202222277,202010328,20229071,20232413,202116999,202217922",Sudah Dikirim
TC1761,TR1761,C1394,PT Sinergi Utama,Product Manager Intern,Magang,"Sistem Informasi, Informatika",On Review,2023-05-13,2023-05-29,2,3,"202216021,202319834,20237466",Sudah Dikirim
TC1762,TR1762,C995,PT Sinergi Makmur,Customer Service Intern,Magang,"Psikologi, Manajemen",Submitted,2023-07-25,2023-08-07,3,4,"202217120,202212923,202219670,202216134",Sudah Dikirim
TC1763,TR1763,C354,PT Esa Sejahtera,IT Consultant Intern,Magang,"Informatika, Sistem Informasi",On Review,2023-07-31,2023-08-17,2,3,"20225775,202113029,202121713",Sudah Dikirim
TC1764,TR1764,C1374,CV Sejahtera Kreatif,Software Developer,Magang,"Informatika, Sistem Informasi",Submitted,2023-05-23,2023-05-31,4,5,"202122145,20217468,202014632,202318157,202317701",Sudah Dikirim
TC1765,TR1765,C015,PT Mitra Analitika,Internal Auditor,Magang,Akuntansi,Draft,2023-05-02,,4,0,,Belum Dikirim
TC1766,TR1766,C091,PT Mitra Data,Geologist Intern,Magang,Teknik Sipil,On Review,2023-03-30,2023-04-11,3,3,"202111911,201919735,202012341",Sudah Dikirim
TC1767,TR1767,C930,PT Gemilang Inovasi,Digital Marketing Intern,Full-time,"Desain Komunikasi Visual, Manajemen",Closed,2023-02-18,2023-02-25,4,5,"20222479,20211562,202117808,202117890,202320416",Sudah Dikirim
TC1768,TR1768,C047,PT Sukses Global,Digital Marketing Intern,Full-time,"Ilmu Komunikasi, Manajemen",On Review,2023-02-23,2023-03-04,1,4,"20207713,202110070,202115349,201917238",Sudah Dikirim
TC1769,TR1769,C263,PT Sukses Kreatif,Customer Service Intern,Part-time,"Psikologi, Ilmu Komunikasi",Closed,2023-02-10,2023-02-21,4,5,"20211951,202221039,20213868,202310955,201917674",Sudah Dikirim
TC1770,TR1770,C1491,CV Sinergi Kreatif,Data Engineer,Magang,"Sistem Informasi, Informatika",Shortlisted,2023-05-08,2023-05-11,3,5,"202223569,20222011,202216021,20220365,202117993",Sudah Dikirim
TC1771,TR1771,C827,CV Daya Systems,Data Entry Operator,Magang,"Manajemen, Sistem Informasi",Closed,2023-04-16,2023-04-22,5,7,"201910950,20204243,20223971,202315154,20221328,20239367,202010388",Sudah Dikirim
TC1772,TR1772,C1301,PT Inovasi Global,Network Engineer Intern,Part-time,"Informatika, Teknik Elektro",Shortlisted,2023-04-01,2023-04-10,1,2,"20216522,202111197",Sudah Dikirim
TC1773,TR1773,C805,PT Mitra Teknologi,Research Associate,Magang,Akuntansi,Shortlisted,2023-06-29,2023-07-10,1,1,202116980,Sudah Dikirim
TC1774,TR1774,C956,PT Gemilang Indonesia,Accounting Staff,Part-time,"Akuntansi, Manajemen",Submitted,2023-06-03,2023-06-07,5,8,"202216946,202216201,202110778,20224403,20205209,202312431,20201505,202222769",Sudah Dikirim
TC1775,TR1775,C1443,PT Global Media,Risk Analyst,Magang,"Statistika, Akuntansi",On Review,2023-03-20,2023-04-01,1,1,202014093,Sudah Dikirim
TC1776,TR1776,C333,CV Bangkit Systems,Risk Analyst,Magang,"Manajemen, Statistika",Submitted,2023-05-20,2023-05-23,2,4,"202320640,202123120,202315451,20210285",Sudah Dikirim
TC1777,TR1777,C054,PT Indo Sejahtera,Research Associate,Full-time,Agroteknologi,Submitted,2023-05-04,2023-05-11,4,6,"20233324,20196070,20207007,202018539,202314069,202124807",Sudah Dikirim
TC1778,TR1778,C1371,CV Mitra Utama,Mechanical Engineer Intern,Magang,Teknik Mesin,Submitted,2023-07-10,2023-07-25,1,2,"20213823,20194979",Sudah Dikirim
TC1779,TR1779,C806,PT Techno Inovasi,IT Support,Magang,"Sistem Informasi, Teknik Elektro",Closed,2023-04-23,2023-04-29,5,5,"20235952,20222980,20222181,202113287,202124071",Sudah Dikirim
TC1780,TR1780,C542,CV Abadi Analitika,Civil Engineer Intern,Part-time,Teknik Sipil,On Review,2023-02-16,2023-02-25,4,6,"20227128,20211553,202216314,202120939,202324041,20205499",Sudah Dikirim
TC1781,TR1781,C573,PT Mitra Abadi,IT Support,Part-time,"Sistem Informasi, Teknik Elektro",Shortlisted,2023-05-20,2023-06-09,3,4,"20215931,202013546,202121591,201910762",Sudah Dikirim
TC1782,TR1782,C828,PT Bina Cerdas,IT Support,Magang,"Pendidikan Teknik Informatika, Teknik Elektro",Shortlisted,2023-07-01,2023-07-13,5,5,"202110781,202223586,202024350,202322785,20198569",Sudah Dikirim
TC1783,TR1783,C696,PT Global Nusantara,Mechanical Engineer Intern,Magang,Teknik Mesin,Draft,2023-07-09,,3,0,,Belum Dikirim
TC1784,TR1784,C023,PT Perkasa Pratama,Marketing Staff,Part-time,"Manajemen, Ilmu Komunikasi",Closed,2023-07-28,2023-08-10,2,2,"20214452,20212439",Sudah Dikirim
TC1785,TR1785,C1069,CV Bakti Sejahtera,Consultant Intern,Full-time,"Sistem Informasi, Manajemen",On Review,2023-06-14,2023-06-30,3,5,"201921075,202111395,202015734,20226490,202314050",Sudah Dikirim
TC1786,TR1786,C581,PT Makmur Cerdas,Full Stack Developer,Full-time,"Informatika, Sistem Informasi",On Review,2023-06-12,2023-06-18,2,3,"202011478,202315400,202110970",Sudah Dikirim
TC1787,TR1787,C1329,CV Media Analitika,Social Media Specialist,Magang,"Manajemen, Ilmu Komunikasi",Closed,2023-06-15,2023-07-03,4,5,"20216620,202110322,20239557,202319472,20236405",Sudah Dikirim
TC1788,TR1788,C743,PT Karya Digital,Customer Service Intern,Magang,"Psikologi, Ilmu Komunikasi",Shortlisted,2023-07-10,2023-07-15,1,2,"202118289,20207869",Sudah Dikirim
TC1789,TR1789,C387,PT Perkasa Global,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Shortlisted,2023-05-01,2023-05-11,2,2,"202124982,202211696",Sudah Dikirim
TC1790,TR1790,C714,PT Sinergi Pratama,Business Analyst,Magang,"Informatika, Statistika",Closed,2023-03-31,2023-04-13,2,4,"20203828,202112202,202115155,20228055",Sudah Dikirim
TC1791,TR1791,C806,PT Techno Inovasi,Project Coordinator Intern,Magang,"Manajemen, Teknik Sipil",Closed,2023-02-28,2023-03-19,5,6,"202115977,20216585,20202416,20230222,202217271,202124025",Sudah Dikirim
TC1792,TR1792,C1488,CV Daya Inovasi,IT Consultant Intern,Full-time,"Informatika, Sistem Informasi",Closed,2023-04-30,2023-05-10,3,5,"202318153,20210323,20205339,202112711,20222102",Sudah Dikirim
TC1793,TR1793,C978,PT Andalas Bangsa,Mechanical Engineer Intern,Full-time,Teknik Mesin,Closed,2023-07-05,2023-07-09,2,3,"20238908,202311821,20215492",Sudah Dikirim
TC1794,TR1794,C830,CV Graha Inovasi,Customer Service Intern,Magang,"Psikologi, Ilmu Komunikasi",Closed,2023-04-13,2023-04-28,5,6,"202116757,202115953,202123931,202224684,20207026,20233928",Sudah Dikirim
TC1795,TR1795,C1234,PT Graha Perkasa,Lab Technician Intern,Magang,"Farmasi, Agroteknologi",Shortlisted,2023-03-03,2023-03-18,2,2,"20204422,202017874",Sudah Dikirim
TC1796,TR1796,C1200,PT Perkasa Nusantara,Risk Analyst,Part-time,"Statistika, Manajemen",Submitted,2023-07-15,2023-07-18,3,5,"201910665,202114015,202115903,20219932,20232913",Sudah Dikirim
TC1797,TR1797,C1152,CV Mega Sentosa,Agricultural Engineer Intern,Part-time,Agroteknologi,Shortlisted,2023-03-21,2023-04-10,3,4,"20220083,20215229,202217412,20196070",Sudah Dikirim
TC1798,TR1798,C162,PT Bangkit Gemilang,Data Analyst,Part-time,"Informatika, Ekonomi Pembangunan",On Review,2023-06-21,2023-06-26,3,4,"202222938,20238716,20225764,202116945",Sudah Dikirim
TC1799,TR1799,C1150,PT Cakra Bangsa,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Shortlisted,2023-05-25,2023-05-30,1,4,"202116062,202115371,202222487,202312418",Sudah Dikirim
TC1800,TR1800,C210,PT Bumi Informatika,Marketing Staff,Part-time,"Desain Komunikasi Visual, Manajemen",Submitted,2023-06-16,2023-07-07,2,3,"202311430,202218399,202013433",Sudah Dikirim
TC1801,TR1801,C780,CV Jaya Konsultan,Production Planning Intern,Magang,"Teknik Industri, Manajemen",Closed,2023-03-11,2023-03-17,2,2,"20233267,202019130",Sudah Dikirim
TC1802,TR1802,C786,PT Indo Mandiri,Business Analyst,Full-time,"Sistem Informasi, Informatika",Closed,2023-05-31,2023-06-05,3,5,"20223904,20233612,20192696,202124944,202223141",Sudah Dikirim
TC1803,TR1803,C561,CV Karya Konsultan,Production Planning Intern,Magang,"Teknik Industri, Manajemen",Closed,2023-07-03,2023-07-18,2,4,"202114499,20216627,202211175,20236713",Sudah Dikirim
TC1804,TR1804,C1388,CV Esa Mandiri,Business Analyst,Magang,"Informatika, Statistika",Shortlisted,2023-03-26,2023-04-06,2,5,"202113836,202318381,202223645,202117487,202017561",Sudah Dikirim
TC1805,TR1805,C240,PT Inovasi Bersama,IT Staff,Magang,"Teknik Elektro, Informatika",Shortlisted,2023-07-08,2023-07-15,2,4,"201917528,202013354,202112414,202017015",Sudah Dikirim
TC1806,TR1806,C801,CV Mandiri Karya,Supply Chain Intern,Magang,"Teknik Industri, Manajemen",On Review,2023-07-26,2023-08-03,3,4,"202221474,20219734,20229673,20219666",Sudah Dikirim
TC1807,TR1807,C337,PT Nusa Logistik,Content Writer,Part-time,"Ilmu Komunikasi, Sastra Inggris",Submitted,2023-03-15,2023-03-24,1,3,"20222508,202210713,20222157",Sudah Dikirim
TC1808,TR1808,C322,PT Nusa Terapan,Business Analyst,Magang,"Informatika, Manajemen",Closed,2023-07-08,2023-07-15,5,6,"202215906,20216267,202222277,20193721,20210326,20233108",Sudah Dikirim
TC1809,TR1809,C079,CV Media Mandiri,Geologist Intern,Magang,Teknik Sipil,On Review,2023-05-01,2023-05-06,1,2,"202223310,20216440",Sudah Dikirim
TC1810,TR1810,C112,PT Graha Solusi,Data Analyst,Magang,"Sistem Informasi, Informatika",Closed,2023-03-23,2023-04-01,4,5,"202313499,202114013,202121767,20238452,20204942",Sudah Dikirim
TC1811,TR1811,C412,CV Gemilang Systems,Digital Marketing Intern,Part-time,"Manajemen, Desain Komunikasi Visual",Closed,2023-03-28,2023-04-18,1,3,"20200534,20212118,20206884",Sudah Dikirim
TC1812,TR1812,C1058,CV Andalas Gemilang,Data Analyst,Part-time,"Ekonomi Pembangunan, Manajemen",On Review,2023-07-26,2023-08-16,1,1,20224334,Sudah Dikirim
TC1813,TR1813,C062,CV Kreasi Data,IT Support,Magang,"Informatika, Sistem Informasi",Closed,2023-04-29,2023-05-13,1,3,"202317357,20226941,202114017",Sudah Dikirim
TC1814,TR1814,C114,PT Bumi Sentosa,Data Analyst,Full-time,"Informatika, Manajemen",Closed,2023-03-03,2023-03-24,2,3,"20202944,20215997,202217982",Sudah Dikirim
TC1815,TR1815,C1292,CV Daya Solusi,Data Entry Operator,Part-time,"Manajemen, Sistem Informasi",Submitted,2023-02-09,2023-03-01,3,6,"202113245,20218935,202116853,202321485,202221625,202319903",Sudah Dikirim
TC1816,TR1816,C310,PT Sentosa Media,IT Support,Magang,"Informatika, Sistem Informasi",Closed,2023-02-25,2023-02-28,5,6,"202213696,202013845,202015700,20215251,20231992,20214331",Sudah Dikirim
TC1817,TR1817,C403,PT Bina Kreatif,Data Analyst,Part-time,"Ekonomi Pembangunan, Statistika",Shortlisted,2023-06-02,2023-06-06,4,5,"20239743,201918290,202114967,20237058,20210514",Sudah Dikirim
TC1818,TR1818,C313,PT Bangkit Nusantara,Digital Marketing Intern,Magang,"Manajemen, Desain Komunikasi Visual",Closed,2023-07-18,2023-07-25,2,4,"202213259,201922585,202314046,202319604",Sudah Dikirim
TC1819,TR1819,C749,PT Techno Perkasa,Business Development Intern,Full-time,"Ekonomi Pembangunan, Ilmu Komunikasi",Shortlisted,2023-03-30,2023-04-16,3,4,"201917203,202114841,20206377,202310573",Sudah Dikirim
TC1820,TR1820,C712,PT Global Bangsa,Marketing Staff,Magang,"Manajemen, Ilmu Komunikasi",Closed,2023-03-25,2023-04-01,4,5,"202011172,202218304,20230076,202320804,20229394",Sudah Dikirim
TC1821,TR1821,C544,CV Solusi Systems,Data Entry Operator,Magang,"Manajemen, Sistem Informasi",Closed,2023-04-02,2023-04-17,4,5,"202221114,202118896,20217038,202123168,202117280",Sudah Dikirim
TC1822,TR1822,C749,PT Techno Perkasa,UI/UX Designer,Full-time,"Sistem Informasi, Desain Komunikasi Visual",Shortlisted,2023-07-20,2023-07-23,2,4,"202323394,20207576,20224476,202210884",Sudah Dikirim
TC1823,TR1823,C251,PT Inovasi Cerdas,Data Analyst,Magang,"Ekonomi Pembangunan, Statistika",Closed,2023-05-02,2023-05-13,2,3,"202023030,20228215,202111796",Sudah Dikirim
TC1824,TR1824,C1101,PT Bangkit Logistik,IT Consultant Intern,Magang,"Informatika, Sistem Informasi",On Review,2023-06-11,2023-06-24,1,3,"20193519,20228390,202115136",Sudah Dikirim
TC1825,TR1825,C366,PT Mandiri Konsultan,Data Analyst,Magang,"Statistika, Sistem Informasi",Shortlisted,2023-07-14,2023-07-30,3,3,"202223967,201910656,202119986",Sudah Dikirim
TC1826,TR1826,C157,PT Sentosa Kreatif,Production Engineer Intern,Magang,"Teknik Industri, Teknik Mesin",Closed,2023-07-21,2023-08-08,3,5,"202323956,20210304,202312288,202023052,202314503",Sudah Dikirim
